"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ii_optic_nerve,neuro_assessment,,radio,"II Optic nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
iii_oculomotor_nerve,neuro_assessment,,radio,"III Oculomotor nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
iv_trochlear_nerve,neuro_assessment,,radio,"IV Trochlear nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
v_trigeminal_nerve,neuro_assessment,,radio,"V Trigeminal nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
vi_abducens_nerve,neuro_assessment,,radio,"VI Abducens nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
vii_facial_nerve,neuro_assessment,,radio,"VII Facial nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
viii_vestibcoch_nerve,neuro_assessment,,radio,"VIII Vestibulocochlear nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
ix_glossopharyngeal_nerve,neuro_assessment,,radio,"IX Glossopharyngeal nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
x_vagus_nerve,neuro_assessment,,radio,"X Vagus nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
xi_accessory_nerve,neuro_assessment,,radio,"XI Accessory nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
xii_hypoglossal_nerve,neuro_assessment,,radio,"XII Hypoglossal nerve","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,cranial_nerves,,
r_arm,neuro_assessment,"Motor system",radio,"Right arm","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,motor_system,,
l_arm,neuro_assessment,,radio,"Left arm","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,motor_system,,
r_leg,neuro_assessment,,radio,"Right leg","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,motor_system,,
l_leg,neuro_assessment,,radio,"Left leg","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,motor_system,,
finger_nose_r_hand,neuro_assessment,Coordination,radio,"Finger to nose ~ right hand","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,coordination,,
finger_nose_l_hand,neuro_assessment,,radio,"Finger to nose ~ left hand","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,coordination,,
heel_shin_r_leg,neuro_assessment,,radio,"Heel to shin ~ right leg","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,coordination,,
heel_shin_l_leg,neuro_assessment,,radio,"Heel to shin ~ left leg","1, Normal | 2, Abnormal | 3, Not tested | 4, Unable to test",,,,,,,,,,coordination,,
light_touch,neuro_assessment,Sensation,radio,"Light touch","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,sensation,,
pain,neuro_assessment,,radio,Pain,"1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,sensation,,
proprioception,neuro_assessment,,radio,Proprioception,"1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,sensation,,
stereognosis,neuro_assessment,,radio,Stereognosis,"1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,sensation,,
temperature_sense,neuro_assessment,,radio,Temperature,"1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,sensation,,
two_point_discrimination,neuro_assessment,,radio,"Two point discrimination","1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,sensation,,
vibration,neuro_assessment,,radio,Vibration,"1, Normal|2, Abnormal|3, Not tested|4, Unable to test",,,,,,,,,,sensation,,
l_biceps,neuro_assessment,Reflexes,radio,"Left biceps","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
l_triceps,neuro_assessment,,radio,"Left triceps","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
l_knee,neuro_assessment,,radio,"Left knee","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
l_ankle,neuro_assessment,,radio,"Left ankle","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
r_biceps,neuro_assessment,,radio,"Right biceps","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
r_triceps,neuro_assessment,,radio,"Right triceps","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
r_knee,neuro_assessment,,radio,"Right knee","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
r_ankle,neuro_assessment,,radio,"Right ankle","1, Normal | 2, Absent | 3, Hypoactive | 4, Hyperactive, no clonus | 5, Hyperactive, clonus | 6, Not tested | 7, Unable to test",,,,,,,,,,reflexes,,
plantar_r_foot,neuro_assessment,"Plantar response",radio,"Right foot","1, Flexor | 2, Extensor | 3, Indeterminate | 4, Not tested | 5, Unable to test",,,,,,,,,,plantar_response,,
plantar_l_foot,neuro_assessment,,radio,"Left foot","1, Flexor | 2, Extensor | 3, Indeterminate | 4, Not tested | 5, Unable to test",,,,,,,,,,plantar_response,,
neuro_assessment_comments,neuro_assessment,,notes,"Comments on neurologial exam ",,,,,,,,,LV,,,,
skin_type,skin_assessment,"Skin assessment",dropdown,"Skin type","1, Pale white skin | 2, White skin | 3, Light brown skin | 4, Moderate brown skin | 5, Dark brown skin | 6, Black skin",,,,,,,,,,,,
skin_appearance,skin_assessment,,checkbox,"Skin appearance","1, Normal|2, Acanthosis nigricans|3, Bruising|4, Track marks|5, Tabacco staining|6, Xanthomata|7, Xanthelasma|8, Jaundice|9, Peripheral cyanosis|10, Petechiae|11, Spider naevi",,,,,,,,,,,,
distribution,skin_assessment,,checkbox,Distribution,"1, Acral - affecting distal areas, hands and feet|2, Extensor - extensor surfaces, elbows, knees|3, Flexural - flexural surfaces, axillae, genital areas, cubital fossa|4, Follicular - arising from hair follicles|5, Dermatomal - corresponding with nerve root distribution|6, Seborrhoeic - associated with areas where there are sebaceous glands, face and scalp",,,,,,,,LV,,,,
config_lesion,skin_assessment,"Skin lesions",checkbox,"Configuration of the lesion","1, Discrete lesions - individual lesions, clearly separated from one another | 2, Confluent lesions - lesions that appear to be merging together | 3, Linear lesions - e.g. scratching related lesions | 4, Discoid (coin-shaped) - discoid eczema/discoid lupus | 5, Target lesions - concentric rings of varying colour - resembles a bullseye - erythema multiforme | 6, Annular - ring-like lesions",,,,,,,,LV,,,,
primary_morphology,skin_assessment,,checkbox,"Primary Morphology","1, Macule - flat lesion less than 1 cm, without elevation or depression|2, Patch - flat lesion greater than 1 cm, without elevation or depression|3, Plaque - flat, elevated lesion, usually greater than 1 cm|4, Papule - elevated, solid lesion less than 1 cm|5, Nodule - elevated, solid lesion greater than 1 cm|6, Vesicle - elevated, fluid-filled lesion, usually less than 1 cm|7, Pustule - elevated, pus-filled lesion, usually less than 1 cm|8, Bulla - elevated, fluid-filled lesion, usually greater than 1 cm|9, Abscess - localized accumulation of pus|10, Wheal - oedematous papule or plaque caused by dermal oedema|11, Boil / furuncle - staphylococcal infection around or within a hair follicle|12, Carbuncle - staphylococcal infection of adjacent hair follicles",,,,,,,,LV,,,,
secondary_morphology,skin_assessment,,checkbox,"Secondary Morphology","1, Serum (Dry crust)|2, Fissure|3, Lichenification|4, Erosion|5, Ulceration|6, Scaling|7, Excoriation|8, Scar|9, Striae",,,,,,,,LV,,,,
demarcation,skin_assessment,,dropdown,Demarcation,"1, Well-demarcated|2, Not well-demarcated",,,,,,,,,,,,
colour,skin_assessment,,checkbox,Colour,"1, White|2, Red|3, Purple|4, Brown|5, Yellow|6, Black|7, Blue",,,,,,,,,,,,
comments_lesions,skin_assessment,,notes,"Comments on lesions
",,,,,,,,,LV,,,,
nail_pathology,skin_assessment,"Nails and hands",checkbox,"Nail pathology","1, Nail pitting|2, Onycholysis|3, Koilonychia|4, Nail clubbing|5, Leukonychia|6, Splinter haemorrhages|7, Palmar erythema",,,,,,,,,,,,
natural_hair_colour,skin_assessment,"Hair and scalp",dropdown,"Natural hair colour","1, Red | 2, Blonde | 3, Chestnut or dark blonde | 4, Dark brown | 5, Black",,,,,,,,,,,,
loss_of_hair,skin_assessment,,checkbox,"Loss of hair","1, Alopecia areata|2, Alopecia totalis",,,,,,,,,,,,
excess_hair,skin_assessment,,checkbox,"Excess hair","1, Hirsutism|2, Hypertrichosis",,,,,,,,,,,,
scalp,skin_assessment,,checkbox,Scalp,"1, Psoriasis plaques|2, Dandruff",,,,,,,,,,,,
lips,skin_assessment,"Oral assessment ",radio,Lips,"1, Normal | 2, Abnormal",,,,,,,,,,oral_assessment,,
tongue,skin_assessment,,radio,Tongue,"1, Normal | 2, Abnormal",,,,,,,,,,oral_assessment,,
soft_palate,skin_assessment,,radio,"Soft palate","1, Normal | 2, Abnormal",,,,,,,,,,oral_assessment,,
hard_palate,skin_assessment,,radio,"Hard palate","1, Normal | 2, Abnormal",,,,,,,,,,oral_assessment,,
uvula,skin_assessment,,radio,Uvula,"1, Normal | 2, Abnormal",,,,,,,,,,oral_assessment,,
tonsils_and_pillars,skin_assessment,,radio,"Tonsils and pillars","1, Normal | 2, Abnormal",,,,,,,,,,oral_assessment,,
buccal_mucosa,skin_assessment,,radio,"Buccal mucosa","1, Normal | 2, Abnormal",,,,,,,,,,oral_assessment,,
glossitis,skin_assessment,,radio,Glossitis,"1, Yes|2, No",,,,,,,,,,oral_pathology,,
oral_candidiasis,skin_assessment,,radio,"Oral candidiasis","1, Yes|2, No",,,,,,,,,,oral_pathology,,
mouth_ulcers,skin_assessment,,radio,"Mouth ulcers","1, Yes|2, No",,,,,,,,,,oral_pathology,,
skin_assessment_comments,skin_assessment,,notes,"Comments on skin assessment",,,,,,,,,LV,,,,
eye_colour,visual_assessment,"Visual assessment",radio,"Eye colour","1, Light blue, grey, green | 2, Blue, grey or green | 3, Dark blue or green, light brown | 4, Dark brown | 5, Brownish black",,,,,,,,,,,,
conjunctival_pallor,visual_assessment,,radio,"Conjunctival pallor","1, Yes | 0, No",,,,,,,,,,eye_pathology,,
arcus_cornealis,visual_assessment,,radio,"Arcus cornealis","1, Yes | 0, No",,,,,,,,,,eye_pathology,,
logmar_scoring,visual_assessment,,yesno,"LogMAR scoring done?",,,,,,,,,,,,,
reason_no_logmar,visual_assessment,,text,"If No, state reason:",,,,,,,"[logmar_scoring] = '0'",,,,,,
left_eye,visual_assessment,,descriptive,"LEFT EYE",,,,,,,,,,,,,@readonly
left_logmar_value,visual_assessment,,text,"LogMAR value of lowest line completed",,,number,,,,,,,,,,
left_optotypes_correct,visual_assessment,,text,"Optotypes correctly identified",,,number,,,,,,,,,,
left_score,visual_assessment,,calc,"LogMAR score","round([left_logmar_value] - ([left_optotypes_correct]*0.02), 2)",Calculated,,,,,,,,,,,@READONLY
right_eye,visual_assessment,,descriptive,"RIGHT EYE",,,,,,,,,,,,,@readonly
right_logmar_value,visual_assessment,,text,"LogMAR value of lowest line completed",,,number,,,,,,,,,,
right_optotypes_correct,visual_assessment,,text,"Optotypes correctly identified",,,number,,,,,,,,,,
right_score,visual_assessment,,calc,"LogMAR score","round([right_logmar_value] - ([right_optotypes_correct]*0.02), 2)",Calculated,,,,,,,,,,,@READONLY
ishihara_test,visual_assessment,"Ishihara colour vision test",yesno,"Ishihara colour vision testing done?",,,,,,,,,,,,,
why_no_ishihara,visual_assessment,,text,"If No, state reason",,,,,,,"[ishihara_test] = '0'",,,,,,
ishihara_outcome,visual_assessment,,dropdown,"Ishihara outcome","1, Normal | 2, Abnormal",,,,,,,,,,,,
clinical_details,tb_iris_assessment,"TB IRIS assessment",notes,"Clinical details",,,,,,,,,LV,,,,
antecede_req,tb_iris_assessment,,checkbox,"Antecedent requirements","1, Diagnosis of tuberculosis: <i>the tuberculosis diagnosis was made before starting ART and this should fulfil WHO criteria for diagnosis, of smear-positive pulmonary tuberculosis, smear-negative pulmonary tuberculosis, or extrapulmonary tuberculosis</i> | 2, Initial response to tuberculosis treatment: <i>the patient's condition should have stabilised or improved on appropriate tuberculosis treatment before ART initiation-eg, cessation of night sweats, fevers, cough, weight loss. (Note: this does not apply to patients starting ART within 2 weeks of starting tuberculosis treatment since insufficient time may have elapsed for a clinical response to be reported)</i>",,,,,,,,LV,,,,
tb_iris_symptoms,tb_iris_assessment,,checkbox,"TB IRIS symptoms","1, Recurrent fever|2, Enlarged lymph nodes|3, Worsening dyspnea",,,,,,,,,,,,
art_start_tbiris_symptoms,tb_iris_assessment,,text,"Days from ART start to TB IRIS symptom manifest",,,number,,,,,,,,,,
paradoxical_tb_iris,tb_iris_assessment,,yesno,"Does this patient have possible paradoxical TB-IRIS?",,,,,,,,,,,,,
major_criteria,tb_iris_assessment,"Clinical criteria",checkbox,"MAJOR CRITERIA","1, New or enlarging lymph nodes, cold abscesses or other focal tissue involvement.|2, New or worsening radiological features of tuberculosis.|3, New or worsening CNS tuberculosis.|4, New or worsening serositis.",,,,,,"[paradoxical_tb_iris] = '1'",,LV,,,,
minor_criteria,tb_iris_assessment,,checkbox,"MINOR CRITERIA","1, New or worsening constitutional symptoms such as fever, night sweats or weight loss.|2, New or worsening respiratory symptoms such as cough, dyspnoea or stridor.|3, New or worsening abdominal pain accompanied by peritonitis, hepatomegaly, splenomegaly or abdominal adenopathy.",,,,,,"[paradoxical_tb_iris] = '1'",,LV,,,,
neurological_tb_iris,tb_iris_assessment,,yesno,"Does participant have possible neurological TB-IRIS?",,,,,,,,,,,,,
new_or_recurr_neuro_signs,tb_iris_assessment,,checkbox,"New or recurrent neurological symptoms/signs","1, Headache|2, Focal neurological deficit|3, Nuchal rigidity|4, Confusion|5, Seizures|6, Cerebellar signs|7, Cognitive impairment|8, Psychiatric manifestations",,,,,,"[neurological_tb_iris] = '1'",,,,,,
adapted_maj_neuro_criteria,tb_iris_assessment,,checkbox,"Adapted major neurologic criteria as per Pepper et al.","1, New or worsening tuberculous meningitis.|2, New or worsening intracerebral space-occupying lesion.|3, New or worsening radiculomyelopathy.",,,,,,"[neurological_tb_iris] = '1'",,,,,,
pregnancy,tests_required,"Tests required",text,Pregnancy,,,,,,,"[sex] = '2'",,,,,,
sample_marked_for,tests_required,,radio,"Sample marked for testing of","1, TST | 2, IGRA | 3, Smear | 4, Culture | 5, GeneXpert | 6, DST | 7, Haematology | 8, HIV | 9, Metabolic panel | 10, DNA | 11, Metabolomics | 12, Proteomics",,,,,,,,LV,,,,
haematology,tests_required,,checkbox,Haematology,"1, Full blood cell panel | 2, CRP | 3, ESR",,,,,,"[sample_marked_for] = '7'",,,,,,
hiv,tests_required,,checkbox,HIV,"1, CD4 | 2, Viral Load",,,,,,"[sample_marked_for] = '8'",,,,,,
metabolic_panel,tests_required,,checkbox,"Metabolic panel","1, Glucose | 2, HbA1c | 3, Creatinine | 4, Calcium | 5, Sodium | 6, Potassium | 7, Urea | 8, Albumin (ALB) | 9, Alanine Aminotransferease (ALT) | 10, Alkaline Phosphatase (ALP) | 11, Aspartate Aminotransferase (AST) | 12, Gamma-Glutamyl Transferase (GGT) | 13, Total bilirubin | 14, Total protein | 15, eGFR",,,,,,"[sample_marked_for] = '9'",,,,,,
smear_result_date,test_results,"Results of TB tests required",text,"Date of smear result",,,date_dmy,,,,,,,,,,
smear_result,test_results,,dropdown,"Smear result","1, Negative|2, Scanty positive|3, 1+ smear positive|4, 2+ smear positive|5, 3+ smear positive|95, Not done",,,,,,,,,,,,
culture_result_date,test_results,,text,"Date of culture result",,,date_dmy,,,,,,,,,,
culture_result,test_results,,dropdown,"Culture result","1, MTB Detected|2, MTB Not Detected|3, Invalid|4, Contaminated|94, No result|95, Not done",,,,,,,,,,,,
gxpert_result_date,test_results,,text,"Date of geneXpert result",,,date_dmy,,,,,,,,,,
genexpert_result,test_results,,dropdown,"GeneXpert result","1, MTB detected | 2, MTB not detected | 3, Indeterminate | 97, Not applicable",,,,,,,,,,,,
rif_resistance,test_results,,dropdown,"RIF resistance","1, Interminate | 2, Susceptible | 3, Resistant | 95, Not done | 97, Not applicable",,,,,,,,,,,,
haem_result_date,test_results,Haematology,text,"Date of haematology result",,,date_dmy,,,,,,,,,,
wbc,test_results,,text,"White blood cell count 
10^9/L",,,number,4,11,,,,,,,,
rbc,test_results,,text,"Red blood cell count 
12^12/L",,,number,4.3,5.9,,,,,,,,
hb,test_results,,text,"Hemoglobin 
g/L
",,,number,115,180,,,,,,,,
haematocrit,test_results,,text,"Haematocrit 
%",,,number,0.35,0.52,,,,,,,,
mcv,test_results,,text,"MCV 
10^15/L",,,number,,,,,,,,,,
mch,test_results,,text,"MCH 
fmol/cell",,,number,,,,,,,,,,
mchc,test_results,,text,"MCHC 
fmol/cell",,,number,,,,,,,,,,
red_cell_distrib_width,test_results,,text,"Red Cell Distribution Width ",,,number,,,,,,,,,,
white_cell_differential,test_results,,text,"White cell differential 
10^9/L",,,number,,,,,,,,,,
platelets,test_results,,text,"Platelet count 
10^9/L",,,number,150,400,,,,,,,,
neutrophils,test_results,,text,"Neutrophils 
10^9/L",,,number,2,8,,,,,,,,
lymphocytes,test_results,,text,"Lymphocytes 
10^9/L",,,number,1,4,,,,,,,,
monocytes,test_results,,text,"Monocytes 
10^9/L",,,number,0.1,0.8,,,,,,,,
eosinophils,test_results,,text,"Eosinophils 
10^9/L",,,number,,0.6,,,,,,,,
basophils,test_results,,text,"Basophils 
10^9/L",,,number,,0.2,,,,,,,,
neutro_percent,test_results,,text,"% neutrophils",,,number,,,,,,,,,,
lympho_percent,test_results,,text,"% lymphocytes",,,number,,,,,,,,,,
mono_percent,test_results,,text,"% monocytes",,,number,,,,,,,,,,
eosino_percent,test_results,,text,"% eosinophils",,,number,,,,,,,,,,
baso_percent,test_results,,text,"% basophils",,,number,,,,,,,,,,
crp,test_results,,text,"CRP 
mg/L",,,number,,,,,,,,,,
esr,test_results,,text,"ESR 
mm",,,number,,,,,,,,,,
cd4,test_results,"HIV bloods",text,"CD4 
cells/mm3",,,number,,,,,,,,,,
viral_load,test_results,,text,"VL 
copies/mL",,,number,,,,,,,,,,
glucose,test_results,"Metabolic panel",text,"Glucose 
mg/dl",,,number,70,100,,,,,,,,
hba1c,test_results,,text,"HbA1c %",,,number,,,,,,,,,,
creatinine,test_results,,text,"Creatinine 
mg/dl",,,number,0.7,1.5,,,,,,,,
calcium,test_results,,text,"Calcium 
mg/dl",,,number,8.5,10.5,,,,,,,,
sodium,test_results,,text,"Sodium 
mmol/L",,,number,136,146,,,,,,,,
potassium,test_results,,text,"Potassium 
mmol/L",,,number,3.5,5.3,,,,,,,,
urea,test_results,,text,"Urea 
mg/dl",,,number,,,,,,,,,,
albumin,test_results,,text,"Albumin (ALB)  
g/L",,,number,,,,,,,,,,
alt,test_results,,text,"Alanine Aminotransferase (ALT) 
IU/L",,,number,,,,,,,,,,
alp,test_results,,text,"Alkaline Phosphatase (ALP) 
IU/L",,,number,25,215,,,,,,,,
ast,test_results,,text,"Aspartate Aminotransferase (AST) 
IU/L",,,number,5,40,,,,,,,,
ggt,test_results,,text,"Gamma-Glutamyl Transferase (GGT) 
IU/L",,,number,,,,,,,,,,
total_bilirubin,test_results,,text,"Total bilirubin 
mol/L",,,number,,,,,,,,,,
total_protein,test_results,,text,"Total protein 
g/L",,,number,,,,,,,,,,
egfr,test_results,,text,"eGFR 
mL/min/m2",,,number,,,,,,,,,,
pregnancy_test_result,test_results,"Other tests",dropdown,"Pregnancy test result","1, Negative|2, Positive|3, Indeterminate",,,,,,"[sex] = '2'",,,,,,
tst_result,test_results,,text,"TST result",,,,,,,"[sample_marked_for] = '1'",,,,,,
igra_result,test_results,,text,"IGRA result",,,,,,,"[sample_marked_for] = '2'",,,,,,
dst_results_date,tb_dst_results,"DST results",text,"Date of DST results",,,date_dmy,,,,,,,,,,
result_type,tb_dst_results,,dropdown,"Result type","1, Phenotypic|2, Genotypic",,,,,,,,,,,,
mtb_complex_1st,tb_dst_results,"1st line LPA

",radio,"MTB complex","95, Not done | 1, Detected | 2, NOT detected | 3, Indeterminate",,,,,,,,,,,,
inh_susceptibility,tb_dst_results,,radio,"INH susceptibility","95, Not done | 2, Susceptible | 3, Resistant | 4, Indeterminate",,,,,,,,,,,,
rif_susceptibility,tb_dst_results,,radio,"RIF susceptibility","95, Not done | 2, Susceptible | 3, Resistant | 4, Indeterminate",,,,,,,,,,,,
mutations,tb_dst_results,,radio,Mutations,"1, KatG | 2, InhA | 3, KatG & InhA",,,,,,,,,,,,
fq_susceptibility,tb_dst_results,"2nd line DST",radio,"FQ susceptibility","95, Not done | 2, Susceptible | 3, Resistant | 4, Indeterminate",,,,,,,,,,,,
sli_susceptibility,tb_dst_results,,radio,"SLI susceptibility","95, Not done | 2, Susceptible | 3, Resistant | 4, Indeterminate",,,,,,,,,,,,
mtb_complex_2nd,tb_dst_results,,radio,"MTB complex","95, Not done | 1, Detected | 2, NOT detected | 3, Indeterminate",,,,,,,,,,,,
amikacin,tb_dst_results,"Drug sensitivity outcome",checkbox,Amikacin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
bedaquiline,tb_dst_results,,checkbox,Bedaquiline,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
capreomycin,tb_dst_results,,checkbox,Capreomycin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
clofazimine,tb_dst_results,,checkbox,Clofazimine,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
cycloserine,tb_dst_results,,checkbox,Cycloserine,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
delaminid,tb_dst_results,,checkbox,Delaminid,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
ethambutol,tb_dst_results,,checkbox,Ethambutol,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
ethionamide,tb_dst_results,,checkbox,Ethionamide,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
imipenem,tb_dst_results,,checkbox,Imipenem,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
inh,tb_dst_results,,checkbox,INH,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
kanamycin,tb_dst_results,,checkbox,Kanamycin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
levofloxacin,tb_dst_results,,checkbox,Levofloxacin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
linezolid,tb_dst_results,,checkbox,Linezolid,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
moxifloxacin,tb_dst_results,,checkbox,Moxifloxacin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
ofloxacin,tb_dst_results,,checkbox,Ofloxacin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
pas,tb_dst_results,,checkbox,PAS,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
prothionamide,tb_dst_results,,checkbox,Prothionamide,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
pyrazinamide,tb_dst_results,,checkbox,Pyrazinamide,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
rifabutin,tb_dst_results,,checkbox,Rifabutin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
rifampicin,tb_dst_results,,checkbox,Rifampicin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
streptomycin,tb_dst_results,,checkbox,Streptomycin,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
terizidone,tb_dst_results,,checkbox,Terizidone,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
thiacatezone,tb_dst_results,,checkbox,Thiacatezone,"1, Resistant | 2, Sensitive | 95, Not done",,,,,,,,,,tb_dst,,
pd_number,protocol_deviation,"Protocol deviation ",text,"Protocol deviation number",,,number,,,,,,,,,,
pd_date,protocol_deviation,,text,"Date deviation occurred",,,date_dmy,,,,,,,,,,
pd_date_discovered,protocol_deviation,,text,"Date deviation discovered",,,date_dmy,,,,,,,,,,
site_investigator_informed,protocol_deviation,,yesno,"Site investigator aware of deviation",,,,,,,,,,,,,
pd_reason,protocol_deviation,,dropdown,"Reason for deviation","1, Dispensing/ dosing error | 2, Accidental unblinding | 3, Enrollment of ineligible patient | 99, Other",,,,,,,,,,,,
pd_other_reason,protocol_deviation,,text,"Deviation, other reason",,,,,,,,,,,,,
pd_action_taken,protocol_deviation,,notes,"Action taken",,,,,,,,,LV,,,,
date_last_meal,pk_details,"STUDY DRUG ADMINISTRATION DETAILS",text,"Date of last meal",,,date_dmy,,,,,,,,,,
time_last_meal,pk_details,,text,"Time of last meal",,,time,,,,,,,,,,
fasting_status,pk_details,,dropdown,"Fasting status","1, Fasted (min 8 hours)|2, Low fat diet|3, Not fasted, no low fat diet",,,,,,,,,,,,
last_meal_content,pk_details,,notes,"Specify contents of last meal",,,,,,,,,LV,,,,
last_dose_time,pk_details,,text,"Time of last medication dose",,,time,,,,,,,,,,
pk_conmeds,pk_details,,yesno,"Additional concomitant medication during PK event",,"Update medication log",,,,,,,,,,,
pk_vomit_meds,pk_details,,yesno,"Did the participant vomit after meds were given?",,,,,,,,,,,,,
vomit_time,pk_details,,text,"If Yes, at what time?",,,time,,,,"[pk_vomit_meds] = '1'",,,,,,
details_vomit_episode,pk_details,,notes,"Details of vomiting episode",,,,,,,"[pk_vomit_meds] = '1'",,LV,,,,
pk_visit_successful,pk_details,"PK VISIT COMPLETION",yesno,"Was the PK visit successful?",,,,,,,,,,,,,
reason_pk_unsucessful,pk_details,,dropdown,"If No, give a reason","1, Withdrawn | 2, Protocol deviation | 99, Other",,,,,,"[pk_visit_successful] = '0'",,,,,,
pk_unsucc_other,pk_details,,text,"Other, specify",,,,,,,"[reason_pk_unsucessful] = '99'",,,,,,
pk_rescheduled,pk_details,,yesno,"If the PK visit was NOT successful,
was it rescheduled?",,,,,,,,,,,,,
pk_new_date,pk_details,,text,"If Yes, new PK date",,,date_dmy,,,,"[pk_rescheduled] = '1'",,,,,,
